"","Region","Search_Term_Value","Year","Search_Term"
"4102","Georgia",78,"2004","Diet"
"4103","Kansas",77,"2004","Diet"
"4104","New Mexico",77,"2004","Diet"
"4105","Ohio",76,"2004","Diet"
"4106","Texas",76,"2004","Diet"
"4107","Delaware",76,"2004","Diet"
"4108","Rhode Island",76,"2004","Diet"
"4109","Pennsylvania",75,"2004","Diet"
"4110","Virginia",75,"2004","Diet"
"4111","Indiana",75,"2004","Diet"
"4112","Vermont",75,"2004","Diet"
"4113","New York",72,"2004","Diet"
"4114","Missouri",72,"2004","Diet"
"4115","New Hampshire",72,"2004","Diet"
"4116","Hawaii",70,"2004","Diet"
"4117","Utah",70,"2004","Diet"
"4118","Nevada",68,"2004","Diet"
"4119","Illinois",68,"2004","Diet"
"4120","Wisconsin",68,"2004","Diet"
"4121","Washington",68,"2004","Diet"
"4122","Connecticut",67,"2004","Diet"
"4123","Oregon",67,"2004","Diet"
"4124","Minnesota",66,"2004","Diet"
"4125","Maryland",65,"2004","Diet"
"4126","Colorado",65,"2004","Diet"
"4127","Massachusetts",64,"2004","Diet"
"4128","Arizona",63,"2004","Diet"
"4129","California",63,"2004","Diet"
"4130","New Jersey",62,"2004","Diet"
"4131","District of Columbia",60,"2004","Diet"
"4132","West Virginia",100,"2005","Diet"
"4133","Mississippi",96,"2005","Diet"
"4134","Arkansas",95,"2005","Diet"
"4135","South Dakota",83,"2005","Diet"
"4136","Wyoming",83,"2005","Diet"
"4137","Kentucky",83,"2005","Diet"
"4138","North Carolina",82,"2005","Diet"
"4139","Alabama",81,"2005","Diet"
"4140","Tennessee",81,"2005","Diet"
"4141","North Dakota",81,"2005","Diet"
"4142","Florida",80,"2005","Diet"
"4143","Louisiana",78,"2005","Diet"
"4144","Texas",77,"2005","Diet"
"4145","Georgia",76,"2005","Diet"
"4146","Idaho",76,"2005","Diet"
"4147","South Carolina",76,"2005","Diet"
"4148","Oklahoma",76,"2005","Diet"
"4149","Missouri",75,"2005","Diet"
"4150","Nebraska",75,"2005","Diet"
"4151","Michigan",75,"2005","Diet"
"4152","Iowa",74,"2005","Diet"
"4153","New Mexico",73,"2005","Diet"
"4154","Arizona",73,"2005","Diet"
"4155","Ohio",73,"2005","Diet"
"4156","Alaska",73,"2005","Diet"
"4157","Montana",73,"2005","Diet"
"4158","Maine",72,"2005","Diet"
"4159","Pennsylvania",72,"2005","Diet"
"4160","Delaware",71,"2005","Diet"
"4161","Kansas",71,"2005","Diet"
"4162","Maryland",70,"2005","Diet"
"4163","Nevada",69,"2005","Diet"
"4164","Vermont",68,"2005","Diet"
"4165","Virginia",68,"2005","Diet"
"4166","New Hampshire",68,"2005","Diet"
"4167","Utah",68,"2005","Diet"
"4168","Washington",67,"2005","Diet"
"4169","Illinois",67,"2005","Diet"
"4170","Rhode Island",67,"2005","Diet"
"4171","New Jersey",67,"2005","Diet"
"4172","Indiana",66,"2005","Diet"
"4173","New York",66,"2005","Diet"
"4174","Minnesota",65,"2005","Diet"
"4175","Wisconsin",63,"2005","Diet"
"4176","California",62,"2005","Diet"
"4177","Oregon",62,"2005","Diet"
"4178","Hawaii",62,"2005","Diet"
"4179","Massachusetts",62,"2005","Diet"
"4180","Colorado",59,"2005","Diet"
"4181","District of Columbia",58,"2005","Diet"
"4182","Connecticut",57,"2005","Diet"
"4183","Mississippi",100,"2006","Diet"
"4184","West Virginia",95,"2006","Diet"
"4185","Tennessee",94,"2006","Diet"
"4186","Arkansas",89,"2006","Diet"
"4187","Alabama",81,"2006","Diet"
"4188","Georgia",80,"2006","Diet"
"4189","Florida",78,"2006","Diet"
"4190","North Carolina",77,"2006","Diet"
"4191","Texas",77,"2006","Diet"
"4192","Alaska",76,"2006","Diet"
"4193","Wyoming",76,"2006","Diet"
"4194","Nebraska",76,"2006","Diet"
"4195","Louisiana",76,"2006","Diet"
"4196","Missouri",75,"2006","Diet"
"4197","Virginia",75,"2006","Diet"
"4198","South Dakota",74,"2006","Diet"
"4199","Maine",74,"2006","Diet"
"4200","Pennsylvania",73,"2006","Diet"
"4201","Arizona",73,"2006","Diet"
"4202","Idaho",73,"2006","Diet"
"4203","Montana",73,"2006","Diet"
"4204","North Dakota",73,"2006","Diet"
"4205","New Mexico",72,"2006","Diet"
"4206","Kentucky",72,"2006","Diet"
"4207","Michigan",72,"2006","Diet"
"4208","Illinois",71,"2006","Diet"
"4209","Ohio",71,"2006","Diet"
"4210","Delaware",71,"2006","Diet"
"4211","Indiana",71,"2006","Diet"
"4212","Wisconsin",70,"2006","Diet"
"4213","South Carolina",70,"2006","Diet"
"4214","Kansas",69,"2006","Diet"
"4215","Rhode Island",69,"2006","Diet"
"4216","Oregon",69,"2006","Diet"
"4217","Oklahoma",69,"2006","Diet"
"4218","New York",67,"2006","Diet"
"4219","Minnesota",67,"2006","Diet"
"4220","Colorado",67,"2006","Diet"
"4221","Connecticut",66,"2006","Diet"
"4222","Vermont",66,"2006","Diet"
"4223","New Hampshire",66,"2006","Diet"
"4224","New Jersey",66,"2006","Diet"
"4225","Maryland",65,"2006","Diet"
"4226","Iowa",65,"2006","Diet"
"4227","Nevada",65,"2006","Diet"
"4228","Massachusetts",65,"2006","Diet"
"4229","Washington",64,"2006","Diet"
"4230","Hawaii",63,"2006","Diet"
"4231","California",62,"2006","Diet"
"4232","District of Columbia",62,"2006","Diet"
"4233","Utah",60,"2006","Diet"
"4234","West Virginia",100,"2007","Diet"
"4235","Texas",98,"2007","Diet"
"4236","Alabama",98,"2007","Diet"
"4237","Arkansas",92,"2007","Diet"
"4238","Tennessee",92,"2007","Diet"
"4239","Florida",91,"2007","Diet"
"4240","Louisiana",90,"2007","Diet"
"4241","Mississippi",89,"2007","Diet"
"4242","South Carolina",88,"2007","Diet"
"4243","Kentucky",88,"2007","Diet"
"4244","Georgia",87,"2007","Diet"
"4245","Missouri",84,"2007","Diet"
"4246","Arizona",81,"2007","Diet"
"4247","South Dakota",81,"2007","Diet"
"4248","Oklahoma",80,"2007","Diet"
"4249","North Carolina",80,"2007","Diet"
"4250","Michigan",80,"2007","Diet"
"4251","North Dakota",79,"2007","Diet"
"4252","Kansas",79,"2007","Diet"
"4253","Montana",78,"2007","Diet"
"4254","Idaho",78,"2007","Diet"
"4255","Ohio",78,"2007","Diet"
"4256","Wyoming",78,"2007","Diet"
"4257","New Mexico",78,"2007","Diet"
"4258","Pennsylvania",77,"2007","Diet"
"4259","Indiana",77,"2007","Diet"
"4260","Virginia",76,"2007","Diet"
"4261","Washington",75,"2007","Diet"
"4262","Alaska",75,"2007","Diet"
"4263","Delaware",74,"2007","Diet"
"4264","New Jersey",74,"2007","Diet"
"4265","Maryland",74,"2007","Diet"
"4266","New York",73,"2007","Diet"
"4267","Maine",73,"2007","Diet"
"4268","Iowa",73,"2007","Diet"
"4269","Oregon",73,"2007","Diet"
"4270","Vermont",73,"2007","Diet"
"4271","Nebraska",73,"2007","Diet"
"4272","Illinois",72,"2007","Diet"
"4273","Nevada",72,"2007","Diet"
"4274","California",72,"2007","Diet"
"4275","Connecticut",72,"2007","Diet"
"4276","Wisconsin",71,"2007","Diet"
"4277","Colorado",71,"2007","Diet"
"4278","Rhode Island",68,"2007","Diet"
"4279","Minnesota",68,"2007","Diet"
"4280","New Hampshire",67,"2007","Diet"
"4281","District of Columbia",66,"2007","Diet"
"4282","Massachusetts",65,"2007","Diet"
"4283","Utah",65,"2007","Diet"
"4284","Hawaii",63,"2007","Diet"
"4285","Alabama",100,"2008","Diet"
"4286","South Carolina",94,"2008","Diet"
"4287","Louisiana",88,"2008","Diet"
"4288","Pennsylvania",87,"2008","Diet"
"4289","West Virginia",86,"2008","Diet"
"4290","Tennessee",84,"2008","Diet"
"4291","Kansas",84,"2008","Diet"
"4292","Oklahoma",83,"2008","Diet"
"4293","Arkansas",83,"2008","Diet"
"4294","North Carolina",82,"2008","Diet"
"4295","Florida",82,"2008","Diet"
"4296","Mississippi",80,"2008","Diet"
"4297","Kentucky",80,"2008","Diet"
"4298","Arizona",79,"2008","Diet"
"4299","Georgia",79,"2008","Diet"
"4300","New Jersey",78,"2008","Diet"
"4301","Indiana",77,"2008","Diet"
"4302","Utah",77,"2008","Diet"
"4303","South Dakota",77,"2008","Diet"
"4304","Wyoming",76,"2008","Diet"
"4305","Montana",76,"2008","Diet"
"4306","Ohio",76,"2008","Diet"
"4307","Texas",76,"2008","Diet"
"4308","Missouri",75,"2008","Diet"
"4309","Colorado",75,"2008","Diet"
"4310","North Dakota",74,"2008","Diet"
"4311","Illinois",74,"2008","Diet"
"4312","Michigan",74,"2008","Diet"
"4313","New York",72,"2008","Diet"
"4314","Alaska",71,"2008","Diet"
"4315","Nevada",70,"2008","Diet"
"4316","Maryland",70,"2008","Diet"
"4317","New Mexico",70,"2008","Diet"
"4318","Oregon",70,"2008","Diet"
"4319","Connecticut",69,"2008","Diet"
"4320","Massachusetts",69,"2008","Diet"
"4321","Idaho",68,"2008","Diet"
"4322","Washington",68,"2008","Diet"
"4323","Rhode Island",68,"2008","Diet"
"4324","Nebraska",67,"2008","Diet"
"4325","Maine",66,"2008","Diet"
"4326","Iowa",66,"2008","Diet"
"4327","Minnesota",66,"2008","Diet"
"4328","Wisconsin",65,"2008","Diet"
"4329","Delaware",65,"2008","Diet"
"4330","District of Columbia",64,"2008","Diet"
"4331","California",63,"2008","Diet"
"4332","Virginia",63,"2008","Diet"
"4333","New Hampshire",62,"2008","Diet"
"4334","Vermont",62,"2008","Diet"
"4335","Hawaii",59,"2008","Diet"
"4336","Arkansas",100,"2009","Diet"
"4337","Tennessee",99,"2009","Diet"
"4338","Utah",98,"2009","Diet"
"4339","Alabama",94,"2009","Diet"
"4340","Mississippi",93,"2009","Diet"
"4341","West Virginia",92,"2009","Diet"
"4342","Louisiana",90,"2009","Diet"
"4343","Arizona",90,"2009","Diet"
"4344","Georgia",89,"2009","Diet"
"4345","Kentucky",88,"2009","Diet"
"4346","Oklahoma",88,"2009","Diet"
"4347","South Carolina",88,"2009","Diet"
"4348","Florida",87,"2009","Diet"
"4349","Nevada",85,"2009","Diet"
"4350","Montana",84,"2009","Diet"
"4351","Texas",84,"2009","Diet"
"4352","Missouri",83,"2009","Diet"
"4353","North Carolina",82,"2009","Diet"
"4354","Delaware",82,"2009","Diet"
"4355","Kansas",81,"2009","Diet"
"4356","South Dakota",81,"2009","Diet"
"4357","Colorado",81,"2009","Diet"
"4358","Indiana",79,"2009","Diet"
"4359","Pennsylvania",79,"2009","Diet"
"4360","Minnesota",79,"2009","Diet"
"4361","North Dakota",79,"2009","Diet"
"4362","Ohio",79,"2009","Diet"
"4363","Washington",78,"2009","Diet"
"4364","Wyoming",77,"2009","Diet"
"4365","Wisconsin",77,"2009","Diet"
"4366","Illinois",77,"2009","Diet"
"4367","Nebraska",77,"2009","Diet"
"4368","Idaho",76,"2009","Diet"
"4369","New Mexico",76,"2009","Diet"
"4370","New York",75,"2009","Diet"
"4371","New Jersey",74,"2009","Diet"
"4372","Michigan",73,"2009","Diet"
"4373","Oregon",73,"2009","Diet"
"4374","Maryland",72,"2009","Diet"
"4375","District of Columbia",70,"2009","Diet"
"4376","Rhode Island",70,"2009","Diet"
"4377","Alaska",70,"2009","Diet"
"4378","Iowa",69,"2009","Diet"
"4379","Virginia",69,"2009","Diet"
"4380","Maine",68,"2009","Diet"
"4381","California",68,"2009","Diet"
"4382","Vermont",67,"2009","Diet"
"4383","Massachusetts",66,"2009","Diet"
"4384","Connecticut",66,"2009","Diet"
"4385","New Hampshire",64,"2009","Diet"
"4386","Hawaii",63,"2009","Diet"
"4387","Arkansas",100,"2010","Diet"
"4388","Arizona",99,"2010","Diet"
"4389","Oklahoma",98,"2010","Diet"
"4390","Mississippi",94,"2010","Diet"
"4391","Wyoming",94,"2010","Diet"
"4392","Nevada",93,"2010","Diet"
"4393","Montana",93,"2010","Diet"
"4394","Tennessee",92,"2010","Diet"
"4395","Kansas",91,"2010","Diet"
"4396","Georgia",91,"2010","Diet"
"4397","Missouri",91,"2010","Diet"
"4398","West Virginia",90,"2010","Diet"
"4399","Kentucky",88,"2010","Diet"
"4400","Alabama",88,"2010","Diet"
"4401","Louisiana",87,"2010","Diet"
"4402","South Carolina",85,"2010","Diet"
"4403","Florida",85,"2010","Diet"
"4404","Nebraska",85,"2010","Diet"
"4405","Colorado",85,"2010","Diet"
"4406","Utah",84,"2010","Diet"
"4407","North Carolina",83,"2010","Diet"
"4408","Alaska",82,"2010","Diet"
"4409","New Mexico",82,"2010","Diet"
"4410","South Dakota",81,"2010","Diet"
"4411","Oregon",81,"2010","Diet"
"4412","Idaho",81,"2010","Diet"
"4413","Indiana",81,"2010","Diet"
"4414","Ohio",80,"2010","Diet"
"4415","Washington",80,"2010","Diet"
"4416","Texas",79,"2010","Diet"
"4417","New Jersey",79,"2010","Diet"
"4418","Iowa",78,"2010","Diet"
"4419","Michigan",77,"2010","Diet"
"4420","Pennsylvania",77,"2010","Diet"
"4421","North Dakota",76,"2010","Diet"
"4422","Minnesota",74,"2010","Diet"
"4423","Illinois",74,"2010","Diet"
"4424","Delaware",74,"2010","Diet"
"4425","District of Columbia",72,"2010","Diet"
"4426","Maryland",71,"2010","Diet"
"4427","Wisconsin",71,"2010","Diet"
"4428","New York",71,"2010","Diet"
"4429","Connecticut",70,"2010","Diet"
"4430","Maine",69,"2010","Diet"
"4431","New Hampshire",67,"2010","Diet"
"4432","Hawaii",67,"2010","Diet"
"4433","Massachusetts",65,"2010","Diet"
"4434","Rhode Island",64,"2010","Diet"
"4435","California",61,"2010","Diet"
"4436","Virginia",59,"2010","Diet"
"4437","Vermont",57,"2010","Diet"
"4438","Oklahoma",100,"2011","Diet"
"4439","Arkansas",96,"2011","Diet"
"4440","Arizona",92,"2011","Diet"
"4441","Missouri",91,"2011","Diet"
"4442","Florida",91,"2011","Diet"
"4443","Idaho",89,"2011","Diet"
"4444","Mississippi",88,"2011","Diet"
"4445","Wyoming",88,"2011","Diet"
"4446","Utah",88,"2011","Diet"
"4447","Alaska",88,"2011","Diet"
"4448","Alabama",88,"2011","Diet"
"4449","Louisiana",88,"2011","Diet"
"4450","Tennessee",87,"2011","Diet"
"4451","Montana",87,"2011","Diet"
"4452","Kentucky",86,"2011","Diet"
"4453","Oregon",84,"2011","Diet"
"4454","West Virginia",83,"2011","Diet"
"4455","Nevada",83,"2011","Diet"
"4456","Nebraska",83,"2011","Diet"
"4457","Kansas",82,"2011","Diet"
"4458","South Carolina",82,"2011","Diet"
"4459","Washington",82,"2011","Diet"
"4460","New Mexico",81,"2011","Diet"
"4461","Virginia",81,"2011","Diet"
"4462","Indiana",80,"2011","Diet"
"4463","South Dakota",79,"2011","Diet"
"4464","Texas",78,"2011","Diet"
"4465","Colorado",78,"2011","Diet"
"4466","Georgia",77,"2011","Diet"
"4467","North Carolina",77,"2011","Diet"
"4468","New Jersey",77,"2011","Diet"
"4469","Ohio",76,"2011","Diet"
"4470","Iowa",76,"2011","Diet"
"4471","Michigan",76,"2011","Diet"
"4472","Hawaii",75,"2011","Diet"
"4473","New Hampshire",74,"2011","Diet"
"4474","Pennsylvania",73,"2011","Diet"
"4475","Maine",72,"2011","Diet"
"4476","Connecticut",71,"2011","Diet"
"4477","Minnesota",70,"2011","Diet"
"4478","Rhode Island",70,"2011","Diet"
"4479","Wisconsin",70,"2011","Diet"
"4480","Illinois",70,"2011","Diet"
"4481","California",70,"2011","Diet"
"4482","North Dakota",69,"2011","Diet"
"4483","Maryland",69,"2011","Diet"
"4484","New York",65,"2011","Diet"
"4485","Delaware",65,"2011","Diet"
"4486","District of Columbia",64,"2011","Diet"
"4487","Massachusetts",64,"2011","Diet"
"4488","Vermont",60,"2011","Diet"
"4489","Arkansas",100,"2012","Diet"
"4490","Alaska",94,"2012","Diet"
"4491","Kentucky",93,"2012","Diet"
"4492","West Virginia",90,"2012","Diet"
"4493","Mississippi",89,"2012","Diet"
"4494","Oklahoma",87,"2012","Diet"
"4495","Nevada",87,"2012","Diet"
"4496","Tennessee",86,"2012","Diet"
"4497","Alabama",86,"2012","Diet"
"4498","Arizona",86,"2012","Diet"
"4499","Idaho",84,"2012","Diet"
"4500","Wyoming",84,"2012","Diet"
"4501","Louisiana",84,"2012","Diet"
"4502","Oregon",83,"2012","Diet"
"4503","South Carolina",82,"2012","Diet"
"4504","Washington",81,"2012","Diet"
"4505","Florida",81,"2012","Diet"
"4506","Utah",81,"2012","Diet"
"4507","Nebraska",81,"2012","Diet"
"4508","Missouri",81,"2012","Diet"
"4509","Montana",81,"2012","Diet"
"4510","Kansas",80,"2012","Diet"
"4511","Connecticut",79,"2012","Diet"
"4512","Indiana",79,"2012","Diet"
"4513","Texas",79,"2012","Diet"
"4514","Colorado",79,"2012","Diet"
"4515","New Mexico",77,"2012","Diet"
"4516","California",77,"2012","Diet"
"4517","Iowa",77,"2012","Diet"
"4518","Maine",77,"2012","Diet"
"4519","Georgia",77,"2012","Diet"
"4520","Virginia",76,"2012","Diet"
"4521","New Hampshire",76,"2012","Diet"
"4522","New Jersey",76,"2012","Diet"
"4523","Hawaii",76,"2012","Diet"
"4524","Michigan",76,"2012","Diet"
"4525","South Dakota",76,"2012","Diet"
"4526","Rhode Island",75,"2012","Diet"
"4527","Ohio",74,"2012","Diet"
"4528","North Carolina",73,"2012","Diet"
"4529","North Dakota",73,"2012","Diet"
"4530","Illinois",73,"2012","Diet"
"4531","Maryland",72,"2012","Diet"
"4532","Wisconsin",72,"2012","Diet"
"4533","Massachusetts",72,"2012","Diet"
"4534","Pennsylvania",71,"2012","Diet"
"4535","Delaware",70,"2012","Diet"
"4536","Minnesota",69,"2012","Diet"
"4537","District of Columbia",69,"2012","Diet"
"4538","New York",67,"2012","Diet"
"4539","Vermont",66,"2012","Diet"
"4540","Arkansas",100,"2013","Diet"
"4541","Louisiana",98,"2013","Diet"
"4542","Alabama",96,"2013","Diet"
"4543","Tennessee",94,"2013","Diet"
"4544","Montana",93,"2013","Diet"
"4545","New Jersey",92,"2013","Diet"
"4546","Maine",91,"2013","Diet"
"4547","Arizona",91,"2013","Diet"
"4548","Kentucky",89,"2013","Diet"
"4549","Delaware",89,"2013","Diet"
"4550","South Carolina",88,"2013","Diet"
"4551","West Virginia",88,"2013","Diet"
"4552","New Mexico",88,"2013","Diet"
"4553","Mississippi",87,"2013","Diet"
"4554","Alaska",87,"2013","Diet"
"4555","Hawaii",86,"2013","Diet"
"4556","North Dakota",86,"2013","Diet"
"4557","Missouri",85,"2013","Diet"
"4558","Oklahoma",84,"2013","Diet"
"4559","Georgia",84,"2013","Diet"
"4560","New Hampshire",83,"2013","Diet"
"4561","Texas",83,"2013","Diet"
"4562","Wisconsin",83,"2013","Diet"
"4563","Nebraska",82,"2013","Diet"
"4564","Connecticut",82,"2013","Diet"
"4565","Idaho",81,"2013","Diet"
"4566","South Dakota",81,"2013","Diet"
"4567","Washington",81,"2013","Diet"
"4568","Virginia",81,"2013","Diet"
"4569","Maryland",81,"2013","Diet"
"4570","Pennsylvania",80,"2013","Diet"
"4571","Wyoming",80,"2013","Diet"
"4572","Iowa",80,"2013","Diet"
"4573","Nevada",80,"2013","Diet"
"4574","Indiana",80,"2013","Diet"
"4575","Florida",80,"2013","Diet"
"4576","Michigan",80,"2013","Diet"
"4577","California",79,"2013","Diet"
"4578","Ohio",79,"2013","Diet"
"4579","North Carolina",79,"2013","Diet"
"4580","Rhode Island",79,"2013","Diet"
"4581","Illinois",78,"2013","Diet"
"4582","Colorado",78,"2013","Diet"
"4583","Kansas",78,"2013","Diet"
"4584","Massachusetts",78,"2013","Diet"
"4585","New York",76,"2013","Diet"
"4586","Vermont",76,"2013","Diet"
"4587","District of Columbia",75,"2013","Diet"
"4588","Utah",74,"2013","Diet"
"4589","Minnesota",74,"2013","Diet"
"4590","Oregon",72,"2013","Diet"
"4591","West Virginia",100,"2014","Diet"
"4592","Arkansas",94,"2014","Diet"
"4593","Maine",90,"2014","Diet"
"4594","Mississippi",89,"2014","Diet"
"4595","Iowa",87,"2014","Diet"
"4596","Tennessee",86,"2014","Diet"
"4597","Alabama",84,"2014","Diet"
"4598","Florida",83,"2014","Diet"
"4599","Louisiana",83,"2014","Diet"
"4600","New Hampshire",83,"2014","Diet"
"4601","Rhode Island",82,"2014","Diet"
"4602","Arizona",82,"2014","Diet"
"4603","Idaho",81,"2014","Diet"
"4604","Oklahoma",81,"2014","Diet"
"4605","Alaska",80,"2014","Diet"
"4606","New Mexico",80,"2014","Diet"
"4607","Kentucky",79,"2014","Diet"
"4608","North Carolina",78,"2014","Diet"
"4609","South Carolina",77,"2014","Diet"
"4610","Montana",77,"2014","Diet"
"4611","Nevada",77,"2014","Diet"
"4612","Ohio",76,"2014","Diet"
"4613","South Dakota",76,"2014","Diet"
"4614","Delaware",76,"2014","Diet"
"4615","Georgia",75,"2014","Diet"
"4616","Indiana",75,"2014","Diet"
"4617","Missouri",75,"2014","Diet"
"4618","Wyoming",75,"2014","Diet"
"4619","Texas",75,"2014","Diet"
"4620","North Dakota",75,"2014","Diet"
"4621","Michigan",74,"2014","Diet"
"4622","Nebraska",74,"2014","Diet"
"4623","Utah",74,"2014","Diet"
"4624","Washington",73,"2014","Diet"
"4625","Maryland",73,"2014","Diet"
"4626","Kansas",73,"2014","Diet"
"4627","Connecticut",72,"2014","Diet"
"4628","Pennsylvania",72,"2014","Diet"
"4629","New Jersey",71,"2014","Diet"
"4630","Wisconsin",70,"2014","Diet"
"4631","Colorado",70,"2014","Diet"
"4632","Vermont",70,"2014","Diet"
"4633","Illinois",69,"2014","Diet"
"4634","Minnesota",69,"2014","Diet"
"4635","Hawaii",69,"2014","Diet"
"4636","California",67,"2014","Diet"
"4637","New York",66,"2014","Diet"
"4638","Massachusetts",63,"2014","Diet"
"4639","Virginia",62,"2014","Diet"
"4640","Oregon",61,"2014","Diet"
"4641","District of Columbia",58,"2014","Diet"
"4642","Alabama",100,"2015","Diet"
"4643","Mississippi",96,"2015","Diet"
"4644","South Dakota",94,"2015","Diet"
"4645","Kentucky",93,"2015","Diet"
"4646","Arkansas",93,"2015","Diet"
"4647","Oklahoma",92,"2015","Diet"
"4648","Louisiana",91,"2015","Diet"
"4649","West Virginia",91,"2015","Diet"
"4650","Tennessee",88,"2015","Diet"
"4651","Arizona",88,"2015","Diet"
"4652","Nevada",85,"2015","Diet"
"4653","New Jersey",83,"2015","Diet"
"4654","Nebraska",83,"2015","Diet"
"4655","Illinois",83,"2015","Diet"
"4656","Ohio",82,"2015","Diet"
"4657","Texas",82,"2015","Diet"
"4658","New Mexico",82,"2015","Diet"
"4659","Maine",82,"2015","Diet"
"4660","Idaho",81,"2015","Diet"
"4661","Florida",81,"2015","Diet"
"4662","North Carolina",81,"2015","Diet"
"4663","Indiana",80,"2015","Diet"
"4664","North Dakota",80,"2015","Diet"
"4665","South Carolina",80,"2015","Diet"
"4666","Pennsylvania",79,"2015","Diet"
"4667","New Hampshire",79,"2015","Diet"
"4668","Rhode Island",79,"2015","Diet"
"4669","Connecticut",78,"2015","Diet"
"4670","Kansas",78,"2015","Diet"
"4671","Maryland",78,"2015","Diet"
"4672","Wisconsin",78,"2015","Diet"
"4673","Missouri",77,"2015","Diet"
"4674","Alaska",77,"2015","Diet"
"4675","Montana",77,"2015","Diet"
"4676","Georgia",77,"2015","Diet"
"4677","Colorado",77,"2015","Diet"
"4678","Utah",76,"2015","Diet"
"4679","Michigan",75,"2015","Diet"
"4680","Wyoming",75,"2015","Diet"
"4681","Washington",75,"2015","Diet"
"4682","Hawaii",74,"2015","Diet"
"4683","Oregon",74,"2015","Diet"
"4684","Iowa",73,"2015","Diet"
"4685","Massachusetts",73,"2015","Diet"
"4686","Delaware",72,"2015","Diet"
"4687","New York",72,"2015","Diet"
"4688","Minnesota",72,"2015","Diet"
"4689","Vermont",71,"2015","Diet"
"4690","California",69,"2015","Diet"
"4691","District of Columbia",69,"2015","Diet"
"4692","Virginia",63,"2015","Diet"
"4693","Mississippi",100,"2016","Diet"
"4694","West Virginia",95,"2016","Diet"
"4695","Alabama",94,"2016","Diet"
"4696","Tennessee",92,"2016","Diet"
"4697","Oklahoma",90,"2016","Diet"
"4698","New Hampshire",89,"2016","Diet"
"4699","Arkansas",89,"2016","Diet"
"4700","Kentucky",88,"2016","Diet"
"4701","Oregon",87,"2016","Diet"
"4702","Louisiana",87,"2016","Diet"
"4703","Maryland",86,"2016","Diet"
"4704","New Mexico",86,"2016","Diet"
"4705","Connecticut",86,"2016","Diet"
"4706","Arizona",86,"2016","Diet"
"4707","Idaho",86,"2016","Diet"
"4708","Maine",85,"2016","Diet"
"4709","Washington",85,"2016","Diet"
"4710","Virginia",85,"2016","Diet"
"4711","Georgia",85,"2016","Diet"
"4712","New Jersey",84,"2016","Diet"
"4713","Indiana",83,"2016","Diet"
"4714","North Carolina",82,"2016","Diet"
"4715","Missouri",82,"2016","Diet"
"4716","Montana",82,"2016","Diet"
"4717","Florida",82,"2016","Diet"
"4718","Alaska",82,"2016","Diet"
"4719","Nebraska",82,"2016","Diet"
"4720","Wisconsin",82,"2016","Diet"
"4721","Iowa",81,"2016","Diet"
"4722","Rhode Island",81,"2016","Diet"
"4723","Ohio",81,"2016","Diet"
"4724","Colorado",80,"2016","Diet"
"4725","Illinois",80,"2016","Diet"
"4726","Utah",80,"2016","Diet"
"4727","Kansas",79,"2016","Diet"
"4728","Pennsylvania",79,"2016","Diet"
"4729","Vermont",79,"2016","Diet"
"4730","Nevada",79,"2016","Diet"
"4731","Texas",79,"2016","Diet"
"4732","Delaware",79,"2016","Diet"
"4733","New York",78,"2016","Diet"
"4734","California",78,"2016","Diet"
"4735","South Carolina",78,"2016","Diet"
"4736","Massachusetts",77,"2016","Diet"
"4737","North Dakota",77,"2016","Diet"
"4738","Minnesota",77,"2016","Diet"
"4739","Hawaii",77,"2016","Diet"
"4740","District of Columbia",76,"2016","Diet"
"4741","Wyoming",75,"2016","Diet"
"4742","South Dakota",75,"2016","Diet"
"4743","Michigan",70,"2016","Diet"
"4744","Mississippi",100,"2017","Diet"
"4745","Oklahoma",98,"2017","Diet"
"4746","Louisiana",96,"2017","Diet"
"4747","West Virginia",96,"2017","Diet"
"4748","Kentucky",94,"2017","Diet"
"4749","Missouri",93,"2017","Diet"
"4750","Arizona",93,"2017","Diet"
"4751","Idaho",92,"2017","Diet"
"4752","Arkansas",92,"2017","Diet"
"4753","Tennessee",91,"2017","Diet"
"4754","Pennsylvania",91,"2017","Diet"
"4755","Maine",90,"2017","Diet"
"4756","Alaska",90,"2017","Diet"
"4757","New Mexico",89,"2017","Diet"
"4758","Virginia",88,"2017","Diet"
"4759","Kansas",87,"2017","Diet"
"4760","Alabama",86,"2017","Diet"
"4761","New Hampshire",86,"2017","Diet"
"4762","Utah",86,"2017","Diet"
"4763","Montana",86,"2017","Diet"
"4764","Oregon",85,"2017","Diet"
"4765","Colorado",85,"2017","Diet"
"4766","Indiana",84,"2017","Diet"
"4767","South Dakota",83,"2017","Diet"
"4768","Nebraska",83,"2017","Diet"
"4769","New Jersey",82,"2017","Diet"
"4770","Ohio",82,"2017","Diet"
"4771","North Carolina",81,"2017","Diet"
"4772","Connecticut",81,"2017","Diet"
"4773","Washington",81,"2017","Diet"
"4774","Texas",81,"2017","Diet"
"4775","Iowa",81,"2017","Diet"
"4776","Hawaii",81,"2017","Diet"
"4777","Wyoming",80,"2017","Diet"
"4778","Florida",80,"2017","Diet"
"4779","Maryland",80,"2017","Diet"
"4780","New York",79,"2017","Diet"
"4781","Rhode Island",79,"2017","Diet"
"4782","Georgia",79,"2017","Diet"
"4783","Michigan",78,"2017","Diet"
"4784","North Dakota",78,"2017","Diet"
"4785","South Carolina",78,"2017","Diet"
